repo_name,language,stars,type,content,url,category
facebookincubator/AITemplate,Python,4585,pull_request,del using namespace aitemplate/aitemplate/static/include/kernels/mem_eff_attention/kernel_forward.h,https://github.com/facebookincubator/AITemplate/pull/1016,space
facebookincubator/AITemplate,Python,4585,pull_request,del using namespace aitemplate/aitemplate/static/include/kernels/mem_eff_attention/kernel_forward.h,https://github.com/facebookincubator/AITemplate/pull/1014,space
CarperAI/trlx,Python,4564,pull_request,faster & memory-efficient logprobs calculation,https://github.com/CarperAI/trlx/pull/583,time
CarperAI/trlx,Python,4564,pull_request,update(requirements.txt): to the latest `transformers` & `deepspeed`,https://github.com/CarperAI/trlx/pull/579,time
CarperAI/trlx,Python,4564,pull_request,support extra model and tokenizer configs during loading by from_pretrained in accelerate trainer,https://github.com/CarperAI/trlx/pull/568,time
vastsa/FileCodeBox,Python,4488,pull_request,fix: onedrivefilestorage下载文件的文件名与上传时不一致的问题,https://github.com/vastsa/FileCodeBox/pull/84,space
microsoft/BioGPT,Python,4345,pull_request,delete `pip install fastbpe` in readme.md,https://github.com/microsoft/BioGPT/pull/30,time
triwinds/ns-emu-tools,Python,4261,pull_request,change fastgit mirror to github cn community mirror,https://github.com/triwinds/ns-emu-tools/pull/14,time
Gozargah/Marzban,Python,4248,pull_request,fix: float node coefficient,https://github.com/Gozargah/Marzban/pull/1524,time
sensity-ai/dot,Python,4184,pull_request,m2 speed test and new download url,https://github.com/sensity-ai/dot/pull/122,time
lwthiker/curl-impersonate,Python,4070,pull_request,fix memory leak due curl-impersonate custom args,https://github.com/lwthiker/curl-impersonate/pull/221,space
mlfoundations/open_flamingo,Python,3791,pull_request,deepspeed inference,https://github.com/mlfoundations/open_flamingo/pull/255,time
mlfoundations/open_flamingo,Python,3791,pull_request,deepspeed + embeddings fix,https://github.com/mlfoundations/open_flamingo/pull/254,time
eth-sri/lmql,Python,3758,pull_request,add `n_models_in_memory` argument,https://github.com/eth-sri/lmql/pull/229,space
facebookresearch/encodec,Python,3556,pull_request,fast embedding,https://github.com/facebookresearch/encodec/pull/75,time
kuprel/min-dalle,Python,3489,pull_request,"converted code to colossalai libary, it runs 1.65 times faster on 4x4 grid",https://github.com/kuprel/min-dalle/pull/81,time
kuprel/min-dalle,Python,3489,pull_request,fixes #16 - mega model running out of memory,https://github.com/kuprel/min-dalle/pull/57,space
Lxtharia/minegrub-theme,Python,3321,pull_request,improved dependency for fastfetch,https://github.com/Lxtharia/minegrub-theme/pull/64,time
Lxtharia/minegrub-theme,Python,3321,pull_request,replaced neofetch with fastfetch,https://github.com/Lxtharia/minegrub-theme/pull/59,time
airtai/faststream,Python,3308,pull_request,new test: in_memory_routing,https://github.com/airtai/faststream/pull/2010,space
airtai/faststream,Python,3308,pull_request,"remove reference of ""faststream.access"" from docs",https://github.com/airtai/faststream/pull/1995,time
airtai/faststream,Python,3308,pull_request,fix type hints in faststream/specification,https://github.com/airtai/faststream/pull/1985,time
Textualize/rich-cli,Python,3133,pull_request,added space to page,https://github.com/Textualize/rich-cli/pull/41,space
open-mmlab/mmyolo,Python,3059,pull_request,[feature] new config configs/yolov5/yolov5_s-p6-v62_syncbn_fast_8xb16-300e_coco.py ,https://github.com/open-mmlab/mmyolo/pull/825,time
huggingface/safetensors,Python,2983,pull_request,memory map as private pure copy.,https://github.com/huggingface/safetensors/pull/553,space
huggingface/safetensors,Python,2983,pull_request,fixing zero-width tensor for in memory loading.,https://github.com/huggingface/safetensors/pull/510,space
google-research/frame-interpolation,Python,2885,pull_request,update link to working space in readme,https://github.com/google-research/frame-interpolation/pull/78,space
google-research/frame-interpolation,Python,2885,pull_request,adding frame splitting function to allow lower gpu memory usage on larger images,https://github.com/google-research/frame-interpolation/pull/20,space
google-research/frame-interpolation,Python,2885,pull_request,add huggingface spaces gradio demo,https://github.com/google-research/frame-interpolation/pull/18,space
jina-ai/dalle-flow,Python,2835,pull_request,fix gfpgan/real-esrgan input image color space,https://github.com/jina-ai/dalle-flow/pull/142,space
jina-ai/dalle-flow,Python,2835,pull_request,load realesrgan models only when needed so that they do not leak memory (closes #137),https://github.com/jina-ai/dalle-flow/pull/138,space
jina-ai/dalle-flow,Python,2835,pull_request,add memory efficient cross attention from xformers,https://github.com/jina-ai/dalle-flow/pull/133,time
jina-ai/dalle-flow,Python,2835,pull_request,"add stable diffusion optimized (lite), reduce memory footprint, add a…",https://github.com/jina-ai/dalle-flow/pull/97,space
pharmapsychotic/clip-interrogator,Python,2747,pull_request,add fastapi,https://github.com/pharmapsychotic/clip-interrogator/pull/43,time
pharmapsychotic/clip-interrogator,Python,2747,pull_request,added open in spaces badge,https://github.com/pharmapsychotic/clip-interrogator/pull/6,space
yihong0618/Kindle_download_helper,Python,2650,pull_request,add devcontainer for use in vscode or codespaces,https://github.com/yihong0618/Kindle_download_helper/pull/151,space
OpenGVLab/InternImage,Python,2567,pull_request,minor update on deepspeed,https://github.com/OpenGVLab/InternImage/pull/112,time
iscyy/yoloair,Python,2559,pull_request,增加了space_depth模块,https://github.com/iscyy/yoloair/pull/9,space
isaac-sim/IsaacLab,Python,2551,pull_request,adds null-space control option within `operationspacecontroller`,https://github.com/isaac-sim/IsaacLab/pull/1557,space
lucidrains/audiolm-pytorch,Python,2473,pull_request,implement accelerate support for semantic/coarse/fine transformers,https://github.com/lucidrains/audiolm-pytorch/pull/207,time
pytorch/rl,Python,2454,pull_request,[performance] accelerate slice sampler on gpu,https://github.com/pytorch/rl/pull/2672,time
young-geng/EasyLM,Python,2435,pull_request,fix omitted dtype params in efficient memory attention function.,https://github.com/young-geng/EasyLM/pull/82,time
young-geng/EasyLM,Python,2435,pull_request,pinned fastapi version,https://github.com/young-geng/EasyLM/pull/76,time
mit-han-lab/bevfusion,Python,2407,pull_request,updated devcontainer.json to support the gpu usage in codespace,https://github.com/mit-han-lab/bevfusion/pull/454,space
CjangCjengh/MoeGoe,Python,2360,pull_request,add huggingface spaces demo,https://github.com/CjangCjengh/MoeGoe/pull/1,space
ahmetoner/whisper-asr-webservice,Python,2220,pull_request,fix json serialization of segments due to faster whisper v1.1.0 changes,https://github.com/ahmetoner/whisper-asr-webservice/pull/265,time
ahmetoner/whisper-asr-webservice,Python,2220,pull_request,refactor classes and upgrade faster whisper to v1.1.0,https://github.com/ahmetoner/whisper-asr-webservice/pull/261,time
ahmetoner/whisper-asr-webservice,Python,2220,pull_request,add cors middleware to fastapi application,https://github.com/ahmetoner/whisper-asr-webservice/pull/253,time
ahmetoner/whisper-asr-webservice,Python,2220,pull_request,upgrade faster-whisper to v1.0.3,https://github.com/ahmetoner/whisper-asr-webservice/pull/230,time
hwchase17/notion-qa,Python,2141,pull_request,implement agentdbqa class to enhance code structure and reusability and dockerized project using fastapi,https://github.com/hwchase17/notion-qa/pull/26,time
tobiabocchi/flipperzero-bruteforce,Python,2081,pull_request,"update flipperzero-bruteforce.py to fix issue [skipping pt-2240-433, takes up too much space for github]",https://github.com/tobiabocchi/flipperzero-bruteforce/pull/37,space
cider-security-research/cicd-goat,Python,1978,pull_request,linting: remove trailing whitespaces in docker compose files,https://github.com/cider-security-research/cicd-goat/pull/50,space
widgetti/solara,Python,1956,pull_request,ci: fix and re-enable memoryleak test,https://github.com/widgetti/solara/pull/936,space
microsoft/DeepSpeed-MII,Python,1937,pull_request,update clang-format version to match deepspeed,https://github.com/microsoft/DeepSpeed-MII/pull/538,time
microsoft/DeepSpeed-MII,Python,1937,pull_request,run pydantic 2 tests with updated deepspeed branch,https://github.com/microsoft/DeepSpeed-MII/pull/500,time
redballoonsecurity/ofrak,Python,1895,pull_request,draft: introduce `get_data_memoryview()` for copy-free access to resource data ,https://github.com/redballoonsecurity/ofrak/pull/557,space
d8ahazard/sd_dreambooth_extension,Python,1877,pull_request,speed up preprocessing,https://github.com/d8ahazard/sd_dreambooth_extension/pull/1442,time
plbrault/youre-the-os,Python,1834,pull_request,improve memory swap queueing to prioritze swap-ins,https://github.com/plbrault/youre-the-os/pull/169,space
jorhelp/Ingram,Python,1826,pull_request,codespace cautious computing machine qjwqv559vjgcxxvw,https://github.com/jorhelp/Ingram/pull/71,space
openai/gpt-discord-bot,Python,1793,pull_request,refactor close_thread function for efficiency and possible bugs,https://github.com/openai/gpt-discord-bot/pull/85,time
uselotus/lotus,Python,1738,pull_request,workaround for vite build exceeding available memory during docker build,https://github.com/uselotus/lotus/pull/764,space
jianfch/stable-ts,Python,1670,pull_request,add tqdm to faster-whisper transcribe,https://github.com/jianfch/stable-ts/pull/207,time
jianfch/stable-ts,Python,1670,pull_request,merge punctuation with previous word in spaceless languages.,https://github.com/jianfch/stable-ts/pull/20,space
bytewax/bytewax,Python,1598,pull_request,namespace module,https://github.com/bytewax/bytewax/pull/494,space
OpenGVLab/InternVideo,Python,1519,pull_request,fix memory leak.,https://github.com/OpenGVLab/InternVideo/pull/92,space
google/vizier,Python,1517,pull_request,add commit / rollback sqla on commands which edit the database on harddisk. see https://github.com/google/vizier/issues/1187. originally executions only occurred in memory but weren't saved to harddisk.,https://github.com/google/vizier/pull/1188,space
NVlabs/edm,Python,1472,pull_request,fast sampling,https://github.com/NVlabs/edm/pull/19,time
NVIDIAGameWorks/kaolin-wisp,Python,1462,pull_request,memory optimization patch in dataset initialization,https://github.com/NVIDIAGameWorks/kaolin-wisp/pull/164,space
microsoft/GlobalMLBuildingFootprints,Python,1459,pull_request,storage update - blob to web hosting,https://github.com/microsoft/GlobalMLBuildingFootprints/pull/119,space
ucupumar/ucupaint,Python,1452,pull_request,normal map space options,https://github.com/ucupumar/ucupaint/pull/226,space
ucupumar/ucupaint,Python,1452,pull_request,cleanup: use consistent whitespace style,https://github.com/ucupumar/ucupaint/pull/215,space
kraanzu/smassh,Python,1430,pull_request,update space.py: fix permanent blind mode,https://github.com/kraanzu/smassh/pull/73,space
badabing2005/PixelFlasher,Python,1412,pull_request,"fastboot device detection fix, linux terminal option settings, logging improvements",https://github.com/badabing2005/PixelFlasher/pull/247,time
badabing2005/PixelFlasher,Python,1412,pull_request,fix magisk patch for users with a space in the appdata path on windows.,https://github.com/badabing2005/PixelFlasher/pull/87,space
nerfstudio-project/nerfacc,Python,1411,pull_request,accelerate instant-ngp inference,https://github.com/nerfstudio-project/nerfacc/pull/197,time
nomic-ai/nomic,Python,1407,pull_request,implement faster fail path for large upload batch sizes,https://github.com/nomic-ai/nomic/pull/360,time
m1guelpf/yt-whisper,Python,1376,pull_request,use yt-dlp for faster downloads,https://github.com/m1guelpf/yt-whisper/pull/20,time
toriato/stable-diffusion-webui-wd14-tagger,Python,1349,pull_request,add model unloading for fastapi,https://github.com/toriato/stable-diffusion-webui-wd14-tagger/pull/109,time
alibaba/FederatedScope,Python,1346,pull_request,add a more efficient implementation,https://github.com/alibaba/FederatedScope/pull/773,time
sjtuytc/UnboundedNeRFPytorch,Python,1332,pull_request,feat: add camera pose estimation results and more efficient dataset,https://github.com/sjtuytc/UnboundedNeRFPytorch/pull/10,time
intelligent-machine-learning/dlrover,Python,1324,pull_request,pip install -q ci python  packages and speed up ci.,https://github.com/intelligent-machine-learning/dlrover/pull/1421,time
intelligent-machine-learning/dlrover,Python,1324,pull_request,reduce the sleep time to speed up ut.,https://github.com/intelligent-machine-learning/dlrover/pull/1403,time
mit-han-lab/smoothquant,Python,1309,pull_request,merge branch 'pr/mickaelseznec/3' into mickaelseznec-mseznec/fastertransformer-compat,https://github.com/mit-han-lab/smoothquant/pull/9,time
mit-han-lab/smoothquant,Python,1309,pull_request,mseznec/fastertransformer-compat,https://github.com/mit-han-lab/smoothquant/pull/3,time
JonasGeiping/cramming,Python,1305,pull_request,add support for `torch.compile` during pretraining for ~15% speedup,https://github.com/JonasGeiping/cramming/pull/19,time
AlibabaResearch/DAMO-ConvAI,Python,1286,pull_request,upload space-2 files,https://github.com/AlibabaResearch/DAMO-ConvAI/pull/16,space
avinassh/py-caskdb,Python,1269,pull_request,correct `diskstore` into `diskstorage`,https://github.com/avinassh/py-caskdb/pull/20,space
tysam-code/hlb-CIFAR10,Python,1235,pull_request,memory format and max pooling changes after network runtime analysis,https://github.com/tysam-code/hlb-CIFAR10/pull/3,space
opendilab/LightZero,Python,1220,pull_request,polish(pu): polish efficiency and performance on atari and dmc,https://github.com/opendilab/LightZero/pull/292,time
opendilab/LightZero,Python,1220,pull_request,tmp: polish(pu): polish efficiency and performance on atari and dmc ,https://github.com/opendilab/LightZero/pull/289,time
opendilab/LightZero,Python,1220,pull_request,tmp: polish(pu): polish efficiency and performance on atari and dmc,https://github.com/opendilab/LightZero/pull/286,time
opendilab/LightZero,Python,1220,pull_request,wip: polish(pu): polish efficiency and performance on atari and dmc,https://github.com/opendilab/LightZero/pull/281,time
opendilab/LightZero,Python,1220,pull_request,tmp: polish(pu): polish unizero efficiency and tune atari100k performance,https://github.com/opendilab/LightZero/pull/279,time
opendilab/LightZero,Python,1220,pull_request,tmp: polish(pu): polish sampled unizero in continuous action space,https://github.com/opendilab/LightZero/pull/278,space
opendilab/LightZero,Python,1220,pull_request,wip: polish(pu): polish unizero efficiency and tune atari100k performance,https://github.com/opendilab/LightZero/pull/277,time
opendilab/LightZero,Python,1220,pull_request,feature(pu): unizero efficiency optimization and ddp configs,https://github.com/opendilab/LightZero/pull/274,time
opendilab/LightZero,Python,1220,pull_request,feature(wrh): add continuous action space in mt for unizero.,https://github.com/opendilab/LightZero/pull/271,space
open-mmlab/mmengine,Python,1207,pull_request,[fix] fix iterbased loop training with faster resume,https://github.com/open-mmlab/mmengine/pull/1608,time
open-mmlab/mmengine,Python,1207,pull_request,fix typo: deepspeed in large_model_training.md,https://github.com/open-mmlab/mmengine/pull/1605,time
open-mmlab/mmengine,Python,1207,pull_request,"[fix] speed up ""--resume""",https://github.com/open-mmlab/mmengine/pull/1548,time
mosaicml/streaming,Python,1190,pull_request,bump fastapi from 0.115.5 to 0.115.6,https://github.com/mosaicml/streaming/pull/845,time
mosaicml/streaming,Python,1190,pull_request,bump fastapi from 0.115.4 to 0.115.5,https://github.com/mosaicml/streaming/pull/830,time
xorbitsai/xorbits,Python,1135,pull_request,"doc: add storage backend, fix broken links, update api reference",https://github.com/xorbitsai/xorbits/pull/816,space
Haidra-Org/AI-Horde,Python,1120,pull_request,feat: fix mistral textspeeds,https://github.com/Haidra-Org/AI-Horde/pull/439,time
amisadmin/fastapi-amis-admin,Python,1119,pull_request,fix: resolve importerror for 'create_response_field' in fastapi_amis_admin/crud/parser.py (#187),https://github.com/amisadmin/fastapi-amis-admin/pull/194,time
MycroftAI/mimic3,Python,1112,pull_request,much faster speech-dispatcher genericexecutesynth,https://github.com/MycroftAI/mimic3/pull/41,time
pro1code1hack/Your-Journey-To-Fluent-Python,Python,1098,pull_request,speed up,https://github.com/pro1code1hack/Your-Journey-To-Fluent-Python/pull/45,time
zama-ai/concrete-ml,Python,1057,pull_request,fix: faster rounding test in weekly,https://github.com/zama-ai/concrete-ml/pull/957,time
Tencent/TencentPretrain,Python,1053,pull_request,add mt classifier by using deepspeed,https://github.com/Tencent/TencentPretrain/pull/117,time
Tencent/TencentPretrain,Python,1053,pull_request,add mt classifier by using deepspeed,https://github.com/Tencent/TencentPretrain/pull/116,time
Tencent/TencentPretrain,Python,1053,pull_request,add mt classifier by using deepspeed,https://github.com/Tencent/TencentPretrain/pull/115,time
PantoMatrix/PantoMatrix,Python,1029,pull_request," accelerate video generation, reducing the time to generate a 62s video from 1000s to about 25s",https://github.com/PantoMatrix/PantoMatrix/pull/119,time
google-research/maxim,Python,1023,pull_request,update readme.md to include hugging face spaces'links,https://github.com/google-research/maxim/pull/33,space
kennymckormick/pyskl,Python,1013,pull_request,[improvement] speed up 3d skeleton visualization code,https://github.com/kennymckormick/pyskl/pull/158,time
kennymckormick/pyskl,Python,1013,pull_request,[script] add a script to estimate the inference speed of each model. ,https://github.com/kennymckormick/pyskl/pull/117,time
snap-research/EfficientFormer,Python,1007,pull_request,update efficientformerv2,https://github.com/snap-research/EfficientFormer/pull/33,time
VoltaML/voltaML-fast-stable-diffusion,Python,995,pull_request,animatediff + faster-diffusion & deepcache,https://github.com/VoltaML/voltaML-fast-stable-diffusion/pull/179,time
VoltaML/voltaML-fast-stable-diffusion,Python,995,pull_request,stable-fast support & flash-attention 2 (if installed),https://github.com/VoltaML/voltaML-fast-stable-diffusion/pull/160,time
Cerebras/modelzoo,Python,991,pull_request,speed up to_hash,https://github.com/Cerebras/modelzoo/pull/17,time
autonomousvision/stylegan-xl,Python,971,pull_request,add hugging face spaces web demo link,https://github.com/autonomousvision/stylegan-xl/pull/8,space
