linebender/resvg	linebender__resvg-813	problem_statement	83
linebender/resvg	linebender__resvg-813	hints_text	150
cloudflare/boringtun	cloudflare__boringtun-317	patch	2922
cloudflare/boringtun	cloudflare__boringtun-317	problem_statement	284
linebender/resvg	linebender__resvg-789	patch	1699
linebender/resvg	linebender__resvg-789	test_patch	901
linebender/resvg	linebender__resvg-789	problem_statement	59
linebender/resvg	linebender__resvg-789	hints_text	6
cloudflare/boringtun	cloudflare__boringtun-351	patch	3398
cloudflare/boringtun	cloudflare__boringtun-351	problem_statement	986
cloudflare/boringtun	cloudflare__boringtun-351	hints_text	530
cloudflare/boringtun	cloudflare__boringtun-308	patch	887
cloudflare/boringtun	cloudflare__boringtun-308	problem_statement	498
cloudflare/boringtun	cloudflare__boringtun-308	hints_text	193
cloudflare/boringtun	cloudflare__boringtun-121	patch	335
cloudflare/boringtun	cloudflare__boringtun-121	problem_statement	67
cloudflare/boringtun	cloudflare__boringtun-121	hints_text	414
cloudflare/boringtun	cloudflare__boringtun-66	patch	2810
cloudflare/boringtun	cloudflare__boringtun-66	problem_statement	83
cloudflare/boringtun	cloudflare__boringtun-66	hints_text	153
cloudflare/boringtun	cloudflare__boringtun-169	patch	2575
cloudflare/boringtun	cloudflare__boringtun-169	test_patch	254
cloudflare/boringtun	cloudflare__boringtun-169	problem_statement	187
cloudflare/boringtun	cloudflare__boringtun-95	patch	3040
cloudflare/boringtun	cloudflare__boringtun-95	problem_statement	1275
cloudflare/boringtun	cloudflare__boringtun-74	patch	663
cloudflare/boringtun	cloudflare__boringtun-74	problem_statement	180
cloudflare/boringtun	cloudflare__boringtun-229	patch	219
cloudflare/boringtun	cloudflare__boringtun-229	problem_statement	72
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-141	patch	10866
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-141	test_patch	42167
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-141	problem_statement	12
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-141	hints_text	286
cloudflare/boringtun	cloudflare__boringtun-231	patch	1304
cloudflare/boringtun	cloudflare__boringtun-231	problem_statement	95
cloudflare/boringtun	cloudflare__boringtun-231	hints_text	1168
linebender/resvg	linebender__resvg-873	patch	898
linebender/resvg	linebender__resvg-873	problem_statement	227
linebender/resvg	linebender__resvg-873	hints_text	46
cloudflare/boringtun	cloudflare__boringtun-60	patch	158
cloudflare/boringtun	cloudflare__boringtun-60	problem_statement	87
cloudflare/boringtun	cloudflare__boringtun-60	hints_text	44
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-53	patch	1377
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-53	test_patch	4129
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-53	problem_statement	5
cloudflare/boringtun	cloudflare__boringtun-100	patch	1221
cloudflare/boringtun	cloudflare__boringtun-100	problem_statement	299
cloudflare/boringtun	cloudflare__boringtun-215	patch	266
cloudflare/boringtun	cloudflare__boringtun-215	problem_statement	131
cloudflare/boringtun	cloudflare__boringtun-215	hints_text	96
cloudflare/boringtun	cloudflare__boringtun-94	patch	27711
cloudflare/boringtun	cloudflare__boringtun-94	test_patch	943
cloudflare/boringtun	cloudflare__boringtun-94	problem_statement	39
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-148	patch	116485
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-148	test_patch	168
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-148	problem_statement	28
cloudflare/boringtun	cloudflare__boringtun-24	patch	1192
cloudflare/boringtun	cloudflare__boringtun-24	problem_statement	5
cloudflare/boringtun	cloudflare__boringtun-28	patch	2148
cloudflare/boringtun	cloudflare__boringtun-28	problem_statement	73
cloudflare/boringtun	cloudflare__boringtun-28	hints_text	29
ashvardanian/StringZilla	ashvardanian__StringZilla-96	patch	16227
ashvardanian/StringZilla	ashvardanian__StringZilla-96	test_patch	694
ashvardanian/StringZilla	ashvardanian__StringZilla-96	problem_statement	53
linebender/resvg	linebender__resvg-833	patch	2067
linebender/resvg	linebender__resvg-833	test_patch	3663
linebender/resvg	linebender__resvg-833	problem_statement	423
linebender/resvg	linebender__resvg-833	hints_text	6
cloudflare/boringtun	cloudflare__boringtun-120	patch	171
cloudflare/boringtun	cloudflare__boringtun-120	problem_statement	11
cloudflare/boringtun	cloudflare__boringtun-37	patch	288
cloudflare/boringtun	cloudflare__boringtun-37	problem_statement	14
datanymizer/datanymizer	datanymizer__datanymizer-170	patch	6020
datanymizer/datanymizer	datanymizer__datanymizer-170	test_patch	665
datanymizer/datanymizer	datanymizer__datanymizer-170	problem_statement	50
datanymizer/datanymizer	datanymizer__datanymizer-170	hints_text	1199
ashvardanian/StringZilla	ashvardanian__StringZilla-181	patch	9841
ashvardanian/StringZilla	ashvardanian__StringZilla-181	test_patch	494
ashvardanian/StringZilla	ashvardanian__StringZilla-181	problem_statement	2321
ashvardanian/StringZilla	ashvardanian__StringZilla-181	hints_text	291
cloudflare/boringtun	cloudflare__boringtun-73	patch	236
cloudflare/boringtun	cloudflare__boringtun-73	problem_statement	269
cloudflare/boringtun	cloudflare__boringtun-73	hints_text	234
ashvardanian/StringZilla	ashvardanian__StringZilla-101	patch	2669
ashvardanian/StringZilla	ashvardanian__StringZilla-101	test_patch	393
ashvardanian/StringZilla	ashvardanian__StringZilla-101	problem_statement	50
ashvardanian/StringZilla	ashvardanian__StringZilla-101	hints_text	167
cloudflare/boringtun	cloudflare__boringtun-96	patch	6753
cloudflare/boringtun	cloudflare__boringtun-96	problem_statement	219
cloudflare/boringtun	cloudflare__boringtun-96	hints_text	41
ashvardanian/StringZilla	ashvardanian__StringZilla-202	patch	421
ashvardanian/StringZilla	ashvardanian__StringZilla-202	test_patch	627
ashvardanian/StringZilla	ashvardanian__StringZilla-202	problem_statement	712
ashvardanian/StringZilla	ashvardanian__StringZilla-202	hints_text	268
linebender/resvg	linebender__resvg-744	patch	175
linebender/resvg	linebender__resvg-744	test_patch	875
linebender/resvg	linebender__resvg-744	problem_statement	459
linebender/resvg	linebender__resvg-744	hints_text	226
ashvardanian/StringZilla	ashvardanian__StringZilla-156	patch	11786
ashvardanian/StringZilla	ashvardanian__StringZilla-156	test_patch	1103
ashvardanian/StringZilla	ashvardanian__StringZilla-156	problem_statement	469
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-95	patch	417
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-95	test_patch	404
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-95	problem_statement	41
summa-tx/bitcoin-spv	summa-tx__bitcoin-spv-95	hints_text	65
cloudflare/boringtun	cloudflare__boringtun-21	patch	3235
cloudflare/boringtun	cloudflare__boringtun-21	test_patch	312
cloudflare/boringtun	cloudflare__boringtun-21	problem_statement	6
datanymizer/datanymizer	datanymizer__datanymizer-150	patch	1351
datanymizer/datanymizer	datanymizer__datanymizer-150	test_patch	230
datanymizer/datanymizer	datanymizer__datanymizer-150	problem_statement	73
datanymizer/datanymizer	datanymizer__datanymizer-150	hints_text	8
linebender/resvg	linebender__resvg-832	patch	417
linebender/resvg	linebender__resvg-832	test_patch	1976
linebender/resvg	linebender__resvg-832	problem_statement	251
linebender/resvg	linebender__resvg-832	hints_text	7841
cloudflare/boringtun	cloudflare__boringtun-59	patch	1060
cloudflare/boringtun	cloudflare__boringtun-59	problem_statement	386
cloudflare/boringtun	cloudflare__boringtun-59	hints_text	77
ashvardanian/StringZilla	ashvardanian__StringZilla-58	patch	249994
ashvardanian/StringZilla	ashvardanian__StringZilla-58	test_patch	29516
ashvardanian/StringZilla	ashvardanian__StringZilla-58	problem_statement	349
ashvardanian/StringZilla	ashvardanian__StringZilla-174	patch	52729
ashvardanian/StringZilla	ashvardanian__StringZilla-174	test_patch	5858
ashvardanian/StringZilla	ashvardanian__StringZilla-174	problem_statement	298
ashvardanian/StringZilla	ashvardanian__StringZilla-174	hints_text	80
ashvardanian/StringZilla	ashvardanian__StringZilla-120	patch	1485
ashvardanian/StringZilla	ashvardanian__StringZilla-120	test_patch	297
ashvardanian/StringZilla	ashvardanian__StringZilla-120	problem_statement	58
ashvardanian/StringZilla	ashvardanian__StringZilla-198	patch	1403
ashvardanian/StringZilla	ashvardanian__StringZilla-198	test_patch	1151
ashvardanian/StringZilla	ashvardanian__StringZilla-198	problem_statement	303
linebender/resvg	linebender__resvg-785	patch	2182
linebender/resvg	linebender__resvg-785	test_patch	740
linebender/resvg	linebender__resvg-785	problem_statement	31
linebender/resvg	linebender__resvg-785	hints_text	370
ashvardanian/StringZilla	ashvardanian__StringZilla-117	patch	17716
ashvardanian/StringZilla	ashvardanian__StringZilla-117	test_patch	480
ashvardanian/StringZilla	ashvardanian__StringZilla-117	problem_statement	158
ashvardanian/StringZilla	ashvardanian__StringZilla-121	patch	4250
ashvardanian/StringZilla	ashvardanian__StringZilla-121	test_patch	863
ashvardanian/StringZilla	ashvardanian__StringZilla-121	problem_statement	49
ashvardanian/StringZilla	ashvardanian__StringZilla-121	hints_text	103
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-82	patch	74149
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-82	problem_statement	334
linebender/resvg	linebender__resvg-812	patch	171
linebender/resvg	linebender__resvg-812	problem_statement	157
linebender/resvg	linebender__resvg-812	hints_text	306
linebender/resvg	linebender__resvg-712	patch	36735
linebender/resvg	linebender__resvg-712	test_patch	1451
linebender/resvg	linebender__resvg-712	problem_statement	280
linebender/resvg	linebender__resvg-712	hints_text	2591
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-70	patch	4418
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-70	problem_statement	94
ashvardanian/StringZilla	ashvardanian__StringZilla-165	patch	1540
ashvardanian/StringZilla	ashvardanian__StringZilla-165	test_patch	781
ashvardanian/StringZilla	ashvardanian__StringZilla-165	problem_statement	21
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-69	patch	11131
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-69	problem_statement	325
ashvardanian/StringZilla	ashvardanian__StringZilla-138	patch	3976
ashvardanian/StringZilla	ashvardanian__StringZilla-138	test_patch	502
ashvardanian/StringZilla	ashvardanian__StringZilla-138	problem_statement	95
ashvardanian/StringZilla	ashvardanian__StringZilla-138	hints_text	228
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-60	patch	2793
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-60	problem_statement	187
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-80	patch	1287
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-80	problem_statement	134
linebender/resvg	linebender__resvg-850	patch	351
linebender/resvg	linebender__resvg-850	test_patch	4330
linebender/resvg	linebender__resvg-850	problem_statement	2542
debris/tiny-keccak	debris__tiny-keccak-41	patch	9945
debris/tiny-keccak	debris__tiny-keccak-41	test_patch	1914
debris/tiny-keccak	debris__tiny-keccak-41	problem_statement	64
HaoboGu/rmk	HaoboGu__rmk-3	patch	47329
HaoboGu/rmk	HaoboGu__rmk-3	problem_statement	35
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-86	patch	1590
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-86	problem_statement	48
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1238	patch	242
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1238	problem_statement	244
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1238	hints_text	70
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-91	patch	1364
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-91	problem_statement	334
OffchainLabs/cargo-stylus	OffchainLabs__cargo-stylus-91	hints_text	312
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1272	patch	214
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1272	problem_statement	165
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1296	patch	743
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1296	problem_statement	104
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1391	patch	159
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1391	problem_statement	56
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1391	hints_text	200
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1354	patch	664
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1354	problem_statement	180
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1354	hints_text	534
Gankra/abi-cafe	Gankra__abi-cafe-54	patch	3560
Gankra/abi-cafe	Gankra__abi-cafe-54	test_patch	126
Gankra/abi-cafe	Gankra__abi-cafe-54	problem_statement	39
Gankra/abi-cafe	Gankra__abi-cafe-54	hints_text	724
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1270	patch	1205
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1270	problem_statement	439
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1270	hints_text	2207
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1337	patch	439
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1337	problem_statement	309
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1337	hints_text	945
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1254	patch	3929
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1254	problem_statement	159
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1254	hints_text	242
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1246	patch	606
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1246	problem_statement	432
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1246	hints_text	17
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1275	patch	4413
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1275	test_patch	1099
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1275	problem_statement	59
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1250	patch	389
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1250	problem_statement	25785
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1260	patch	204
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1260	problem_statement	156
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1260	hints_text	167
metacall/core	metacall__core-316	patch	4274
metacall/core	metacall__core-316	test_patch	549
metacall/core	metacall__core-316	problem_statement	258
metacall/core	metacall__core-316	hints_text	2177
metacall/core	metacall__core-334	patch	5087
metacall/core	metacall__core-334	test_patch	772
metacall/core	metacall__core-334	problem_statement	10109
metacall/core	metacall__core-334	hints_text	5
metacall/core	metacall__core-265	patch	125
metacall/core	metacall__core-265	problem_statement	896
HaoboGu/rmk	HaoboGu__rmk-172	patch	2038
HaoboGu/rmk	HaoboGu__rmk-172	problem_statement	569
HaoboGu/rmk	HaoboGu__rmk-172	hints_text	117
metacall/core	metacall__core-350	patch	206
metacall/core	metacall__core-350	problem_statement	204
metacall/core	metacall__core-350	hints_text	707
HaoboGu/rmk	HaoboGu__rmk-26	patch	12860
HaoboGu/rmk	HaoboGu__rmk-26	problem_statement	45
metacall/core	metacall__core-257	patch	901
metacall/core	metacall__core-257	test_patch	132
metacall/core	metacall__core-257	problem_statement	270
metacall/core	metacall__core-312	patch	1917
metacall/core	metacall__core-312	problem_statement	1730
metacall/core	metacall__core-312	hints_text	5
HaoboGu/rmk	HaoboGu__rmk-125	patch	12646
HaoboGu/rmk	HaoboGu__rmk-125	problem_statement	4
HaoboGu/rmk	HaoboGu__rmk-152	patch	13929
HaoboGu/rmk	HaoboGu__rmk-152	problem_statement	64
metacall/core	metacall__core-444	patch	698
metacall/core	metacall__core-444	test_patch	1038
metacall/core	metacall__core-444	problem_statement	182
metacall/core	metacall__core-444	hints_text	149
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1406	patch	518696
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1406	test_patch	1432
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1406	problem_statement	35
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1406	hints_text	109
HaoboGu/rmk	HaoboGu__rmk-181	patch	180
HaoboGu/rmk	HaoboGu__rmk-181	problem_statement	123
HaoboGu/rmk	HaoboGu__rmk-181	hints_text	891
HaoboGu/rmk	HaoboGu__rmk-114	patch	381
HaoboGu/rmk	HaoboGu__rmk-114	problem_statement	177
HaoboGu/rmk	HaoboGu__rmk-114	hints_text	13
brson/stdx	brson__stdx-43	patch	1162
brson/stdx	brson__stdx-43	problem_statement	30
brson/stdx	brson__stdx-43	hints_text	38
HaoboGu/rmk	HaoboGu__rmk-123	patch	2772
HaoboGu/rmk	HaoboGu__rmk-123	problem_statement	46
HaoboGu/rmk	HaoboGu__rmk-123	hints_text	135
metacall/core	metacall__core-244	patch	1204
metacall/core	metacall__core-244	test_patch	425
metacall/core	metacall__core-244	problem_statement	752
metacall/core	metacall__core-244	hints_text	764
HaoboGu/rmk	HaoboGu__rmk-147	patch	4570
HaoboGu/rmk	HaoboGu__rmk-147	problem_statement	42
HaoboGu/rmk	HaoboGu__rmk-147	hints_text	18
metacall/core	metacall__core-388	patch	474
metacall/core	metacall__core-388	problem_statement	50
HaoboGu/rmk	HaoboGu__rmk-260	patch	2121
HaoboGu/rmk	HaoboGu__rmk-260	problem_statement	9
HaoboGu/rmk	HaoboGu__rmk-161	patch	3827
HaoboGu/rmk	HaoboGu__rmk-161	problem_statement	15
HaoboGu/rmk	HaoboGu__rmk-198	patch	10839
HaoboGu/rmk	HaoboGu__rmk-198	problem_statement	49
brson/stdx	brson__stdx-25	patch	2480
brson/stdx	brson__stdx-25	problem_statement	48
brson/stdx	brson__stdx-61	patch	1895
brson/stdx	brson__stdx-61	problem_statement	60
brson/stdx	brson__stdx-61	hints_text	16
brendanzab/gl-rs	brendanzab__gl-rs-417	patch	30740
brendanzab/gl-rs	brendanzab__gl-rs-417	test_patch	4304
brendanzab/gl-rs	brendanzab__gl-rs-417	problem_statement	139
brendanzab/gl-rs	brendanzab__gl-rs-417	hints_text	78
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1256	patch	201
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1256	problem_statement	23
HaoboGu/rmk	HaoboGu__rmk-175	patch	1093
HaoboGu/rmk	HaoboGu__rmk-175	problem_statement	25
brson/stdx	brson__stdx-47	patch	1290
brson/stdx	brson__stdx-47	problem_statement	22
HaoboGu/rmk	HaoboGu__rmk-126	patch	13239
HaoboGu/rmk	HaoboGu__rmk-126	problem_statement	8
HaoboGu/rmk	HaoboGu__rmk-250	patch	615443
HaoboGu/rmk	HaoboGu__rmk-250	problem_statement	18
brendanzab/gl-rs	brendanzab__gl-rs-396	patch	680
brendanzab/gl-rs	brendanzab__gl-rs-396	test_patch	838
brendanzab/gl-rs	brendanzab__gl-rs-396	problem_statement	88
jdrouet/mrml	jdrouet__mrml-359	patch	172
jdrouet/mrml	jdrouet__mrml-359	test_patch	350
jdrouet/mrml	jdrouet__mrml-359	problem_statement	157
jdrouet/mrml	jdrouet__mrml-359	hints_text	207
HaoboGu/rmk	HaoboGu__rmk-89	patch	34719
HaoboGu/rmk	HaoboGu__rmk-89	problem_statement	1158
HaoboGu/rmk	HaoboGu__rmk-89	hints_text	172
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-405	patch	615
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-405	test_patch	139
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-405	problem_statement	945
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-405	hints_text	511
jdrouet/mrml	jdrouet__mrml-276	patch	871
jdrouet/mrml	jdrouet__mrml-276	problem_statement	184
jdrouet/mrml	jdrouet__mrml-276	hints_text	269
brendanzab/gl-rs	brendanzab__gl-rs-189	patch	1381
brendanzab/gl-rs	brendanzab__gl-rs-189	test_patch	151
brendanzab/gl-rs	brendanzab__gl-rs-189	problem_statement	240
brendanzab/gl-rs	brendanzab__gl-rs-189	hints_text	13
jdrouet/mrml	jdrouet__mrml-208	patch	2399
jdrouet/mrml	jdrouet__mrml-208	problem_statement	140
chronotope/chrono	chronotope__chrono-1472	patch	141
chronotope/chrono	chronotope__chrono-1472	problem_statement	211
chronotope/chrono	chronotope__chrono-1472	hints_text	33
jdrouet/mrml	jdrouet__mrml-269	patch	13960
jdrouet/mrml	jdrouet__mrml-269	test_patch	3269
jdrouet/mrml	jdrouet__mrml-269	problem_statement	335
jdrouet/mrml	jdrouet__mrml-269	hints_text	970
brendanzab/gl-rs	brendanzab__gl-rs-158	patch	1512
brendanzab/gl-rs	brendanzab__gl-rs-158	test_patch	379
brendanzab/gl-rs	brendanzab__gl-rs-158	problem_statement	5
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-238	patch	19430
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-238	test_patch	1322
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-238	problem_statement	25
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-235	patch	5496
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-235	test_patch	718
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-235	problem_statement	80
brendanzab/gl-rs	brendanzab__gl-rs-354	patch	660
brendanzab/gl-rs	brendanzab__gl-rs-354	test_patch	190
brendanzab/gl-rs	brendanzab__gl-rs-354	problem_statement	70
lambdaclass/cairo-vm	lambdaclass__cairo-vm-1466	patch	480
lambdaclass/cairo-vm	lambdaclass__cairo-vm-1466	problem_statement	53
brendanzab/gl-rs	brendanzab__gl-rs-369	patch	408
brendanzab/gl-rs	brendanzab__gl-rs-369	test_patch	128
brendanzab/gl-rs	brendanzab__gl-rs-369	problem_statement	94
brendanzab/gl-rs	brendanzab__gl-rs-369	hints_text	96
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-287	patch	6158
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-287	test_patch	1392
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-287	problem_statement	30
chronotope/chrono	chronotope__chrono-1567	patch	1561
chronotope/chrono	chronotope__chrono-1567	problem_statement	497
chronotope/chrono	chronotope__chrono-1567	hints_text	1000
brendanzab/gl-rs	brendanzab__gl-rs-157	patch	2449
brendanzab/gl-rs	brendanzab__gl-rs-157	test_patch	1162
brendanzab/gl-rs	brendanzab__gl-rs-157	problem_statement	9
brendanzab/gl-rs	brendanzab__gl-rs-157	hints_text	196
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-243	patch	22259
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-243	test_patch	2671
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-243	problem_statement	6
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-243	hints_text	80
chronotope/chrono	chronotope__chrono-1621	patch	310
chronotope/chrono	chronotope__chrono-1621	problem_statement	223
chronotope/chrono	chronotope__chrono-1621	hints_text	49
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-308	patch	599
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-308	test_patch	172
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-308	problem_statement	444
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-308	hints_text	7
chronotope/chrono	chronotope__chrono-1450	patch	37401
chronotope/chrono	chronotope__chrono-1450	test_patch	11013
chronotope/chrono	chronotope__chrono-1450	problem_statement	192
chronotope/chrono	chronotope__chrono-1450	hints_text	545
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1373	patch	334
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1373	problem_statement	261
Rust-SDL2/rust-sdl2	Rust-SDL2__rust-sdl2-1373	hints_text	39
chronotope/chrono	chronotope__chrono-1573	patch	646
chronotope/chrono	chronotope__chrono-1573	test_patch	546
chronotope/chrono	chronotope__chrono-1573	problem_statement	310
chronotope/chrono	chronotope__chrono-1573	hints_text	441
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-218	patch	322
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-218	problem_statement	141
Brendonovich/prisma-client-rust	Brendonovich__prisma-client-rust-218	hints_text	17
chronotope/chrono	chronotope__chrono-1598	patch	184
