repo_name,language,stars,type,content,url,category
MrForExample/ComfyUI-3D-Pack,Python,2554,pull_request,add stablefast3d,https://github.com/MrForExample/ComfyUI-3D-Pack/pull/247,time
TMElyralab/MuseV,Python,2546,pull_request,update readme about hg space gradio musevdemo,https://github.com/TMElyralab/MuseV/pull/27,space
TMElyralab/MuseV,Python,2546,pull_request,update readme about hg space gradio musevdemo,https://github.com/TMElyralab/MuseV/pull/26,space
usefulsensors/moonshine,Python,2467,pull_request,"onnx improvements (-62% in full-precision model size, 2.7x faster load and execution, quantizations)",https://github.com/usefulsensors/moonshine/pull/73,time
usefulsensors/moonshine,Python,2467,pull_request,switched to ort files for the web to save space,https://github.com/usefulsensors/moonshine/pull/69,space
usefulsensors/moonshine,Python,2467,pull_request,"switch to ort files for the models, rather than onnx, to save space",https://github.com/usefulsensors/moonshine/pull/68,space
usefulsensors/moonshine,Python,2467,pull_request,promote onnx model to top namespace,https://github.com/usefulsensors/moonshine/pull/31,space
SylphAI-Inc/AdalFlow,Python,2444,pull_request,"added call method and dialog turn to memory class, added 3 memory tests [issue #248]",https://github.com/SylphAI-Inc/AdalFlow/pull/288,space
souzatharsis/podcastfy,Python,2341,pull_request,add fast_api and example,https://github.com/souzatharsis/podcastfy/pull/214,time
6drf21e/ChatTTS_colab,Python,2197,pull_request,添加基于fastapi的异步接口服务，支持流式音频接口返回,https://github.com/6drf21e/ChatTTS_colab/pull/12,time
iterative/datachain,Python,2169,pull_request,fix storage abstract client 'info_to_file' signature,https://github.com/iterative/datachain/pull/760,space
janhq/ichigo,Python,2143,pull_request,add code for latency tesing for qwen2 and cascaded system,https://github.com/janhq/ichigo/pull/96,time
PowerHouseMan/ComfyUI-AdvancedLivePortrait,Python,2078,pull_request,improve faster inference speed with autocasting,https://github.com/PowerHouseMan/ComfyUI-AdvancedLivePortrait/pull/66,time
gusye1234/nano-graphrag,Python,2061,pull_request,"feat: add rediskvstorage, milvusvectorstorage, and nebulagraphstorage",https://github.com/gusye1234/nano-graphrag/pull/71,space
gusye1234/nano-graphrag,Python,2061,pull_request,fix: export _storage package in setup.py,https://github.com/gusye1234/nano-graphrag/pull/70,space
gusye1234/nano-graphrag,Python,2061,pull_request,speed up chunking & add separator chunking,https://github.com/gusye1234/nano-graphrag/pull/48,time
gusye1234/nano-graphrag,Python,2061,pull_request,faet: speedup chuking & seperator based chunking,https://github.com/gusye1234/nano-graphrag/pull/47,time
Azure-Samples/graphrag-accelerator,Python,2043,pull_request,bump fastapi from 0.111.0 to 0.114.0,https://github.com/Azure-Samples/graphrag-accelerator/pull/164,time
Azure-Samples/graphrag-accelerator,Python,2043,pull_request,bump fastapi from 0.111.0 to 0.112.2,https://github.com/Azure-Samples/graphrag-accelerator/pull/159,time
Azure-Samples/graphrag-accelerator,Python,2043,pull_request,bump fastapi from 0.111.0 to 0.112.1,https://github.com/Azure-Samples/graphrag-accelerator/pull/148,time
Azure-Samples/graphrag-accelerator,Python,2043,pull_request,use aks_namespace env var when creating indexing manager,https://github.com/Azure-Samples/graphrag-accelerator/pull/145,space
KellerJordan/modded-nanogpt,Python,2023,pull_request,fix peak memory usage not being saved to the logfile,https://github.com/KellerJordan/modded-nanogpt/pull/42,space
KellerJordan/modded-nanogpt,Python,2023,pull_request,15% faster implementation of muon,https://github.com/KellerJordan/modded-nanogpt/pull/16,time
run-llama/llama_deploy,Python,1895,pull_request,test: mock sleep time to .1 seconds to speed up test time,https://github.com/run-llama/llama_deploy/pull/414,time
NUS-HPC-AI-Lab/VideoSys,Python,1861,pull_request,fix contiguous memory for opensora,https://github.com/NUS-HPC-AI-Lab/VideoSys/pull/260,space
QiuYannnn/Local-File-Organizer,Python,1860,pull_request,chore: added docker file for faster build and easy build,https://github.com/QiuYannnn/Local-File-Organizer/pull/16,time
D4Vinci/Scrapling,Python,1793,pull_request,"tiny change - py.typed had a space at the end of the file name, which was causing git commands to fail with invalid path",https://github.com/D4Vinci/Scrapling/pull/4,space
BrainBlend-AI/atomic-agents,Python,1720,pull_request,changed the name from chatmemory to agentmemory for consistent naming,https://github.com/BrainBlend-AI/atomic-agents/pull/6,space
fixie-ai/ultravox,Python,1695,pull_request,"fix assertions, and definition of audio_latency_block_size",https://github.com/fixie-ai/ultravox/pull/156,time
aigc-apps/EasyAnimate,Python,1654,pull_request,add lora cache mode in comfyui && use cuda in merge_lora func for speeding up.,https://github.com/aigc-apps/EasyAnimate/pull/172,time
CatchTheTornado/pdf-extract-api,Python,1638,pull_request,[feat] #15 add s3 storage strategy ,https://github.com/CatchTheTornado/pdf-extract-api/pull/39,space
CatchTheTornado/pdf-extract-api,Python,1638,pull_request,add s3 storage strategy,https://github.com/CatchTheTornado/pdf-extract-api/pull/19,space
CatchTheTornado/pdf-extract-api,Python,1638,pull_request,add s3 storage strategy,https://github.com/CatchTheTornado/pdf-extract-api/pull/18,space
CatchTheTornado/pdf-extract-api,Python,1638,pull_request,feat: #8 storage strategies - local file system + google drive,https://github.com/CatchTheTornado/pdf-extract-api/pull/10,space
getzep/graphiti,Python,1624,pull_request,add episode latency improvements,https://github.com/getzep/graphiti/pull/214,time
RUC-NLPIR/FlashRAG,Python,1573,pull_request,fix unused imports and trailing whitespaces with ruff,https://github.com/RUC-NLPIR/FlashRAG/pull/24,space
OS-Copilot/OS-Copilot,Python,1562,pull_request,adjust regex to handle more whitespace permutations,https://github.com/OS-Copilot/OS-Copilot/pull/45,space
evolutionaryscale/esm,Python,1546,pull_request,disable return all hidden states to reduce gpu memory use,https://github.com/evolutionaryscale/esm/pull/173,space
huchenlei/ComfyUI-layerdiffuse,Python,1537,pull_request,fix sd15 memory sharing,https://github.com/huchenlei/ComfyUI-layerdiffuse/pull/119,space
jwohlwend/boltz,Python,1485,pull_request,optional rosetta repacking and fastrelax,https://github.com/jwohlwend/boltz/pull/91,time
muskie82/MonoGS,Python,1473,pull_request,fix gpu memory leak in ellipsoid shader,https://github.com/muskie82/MonoGS/pull/78,space
dleemiller/WordLlama,Python,1408,pull_request,fix/memory consumption embed,https://github.com/dleemiller/WordLlama/pull/18,space
ucbepic/docetl,Python,1407,pull_request,fix: show namespace dialog on load,https://github.com/ucbepic/docetl/pull/247,space
ucbepic/docetl,Python,1407,pull_request,fix: render new namespace in header,https://github.com/ucbepic/docetl/pull/240,space
ucbepic/docetl,Python,1407,pull_request,[ui] fix: require namespaces before closing the namespace dialog,https://github.com/ucbepic/docetl/pull/239,space
ucbepic/docetl,Python,1407,pull_request,fix: make sure show outputs works after namespaces,https://github.com/ucbepic/docetl/pull/230,space
McGill-NLP/llm2vec,Python,1390,pull_request,feat(pooling): faster avg. with embeddingbags,https://github.com/McGill-NLP/llm2vec/pull/146,time
ZHO-ZHO-ZHO/ComfyUI-InstantID,Python,1369,pull_request,accelerate through onediff,https://github.com/ZHO-ZHO-ZHO/ComfyUI-InstantID/pull/110,time
stanfordnlp/pyreft,Python,1354,pull_request,debug subspace composition notebook impl,https://github.com/stanfordnlp/pyreft/pull/130,space
stanfordnlp/pyreft,Python,1354,pull_request,[minor] fix subspace (#72),https://github.com/stanfordnlp/pyreft/pull/75,space
KruxAI/ragbuilder,Python,1344,pull_request,"enhance `dataprocessor` class for error handling, efficiency, and logging improvements",https://github.com/KruxAI/ragbuilder/pull/72,time
KruxAI/ragbuilder,Python,1344,pull_request,sampling plus fast n accurate,https://github.com/KruxAI/ragbuilder/pull/45,time
microsoft/RD-Agent,Python,1340,pull_request,fix: fix a bug in kgfbworkspace (about data loading),https://github.com/microsoft/RD-Agent/pull/495,space
AIDC-AI/Marco-o1,Python,1339,pull_request,add fastapi demo with streaming/non-streaming mode,https://github.com/AIDC-AI/Marco-o1/pull/16,time
AgentOps-AI/AgentStack,Python,1324,pull_request,refactor: namespace agent_connect environment variables,https://github.com/AgentOps-AI/AgentStack/pull/154,space
AgentOps-AI/AgentStack,Python,1324,pull_request,refactor: namespace agent_connect environment variables,https://github.com/AgentOps-AI/AgentStack/pull/153,space
AgentOps-AI/AgentStack,Python,1324,pull_request,refactor: namespace agent_connect environment variables,https://github.com/AgentOps-AI/AgentStack/pull/152,space
Peterande/D-FINE,Python,1315,pull_request,faster coco eval support,https://github.com/Peterande/D-FINE/pull/28,time
Peterande/D-FINE,Python,1315,pull_request,faster coco eval support,https://github.com/Peterande/D-FINE/pull/27,time
time-series-foundation-models/lag-llama,Python,1300,pull_request,fix issue #68: faster inference and more accurate point estimates with lag-lama,https://github.com/time-series-foundation-models/lag-llama/pull/77,time
modelcontextprotocol/python-sdk,Python,1293,pull_request,fix: #129 resource template handling in fastmcp server,https://github.com/modelcontextprotocol/python-sdk/pull/137,time
modelcontextprotocol/python-sdk,Python,1293,pull_request,docs: update readme to reflect that only rc version has fastmcp features,https://github.com/modelcontextprotocol/python-sdk/pull/119,time
modelcontextprotocol/python-sdk,Python,1293,pull_request,"use mcp instead of fastmcp cli as command in ""mcp install""",https://github.com/modelcontextprotocol/python-sdk/pull/118,time
modelcontextprotocol/python-sdk,Python,1293,pull_request,update readme to reflect that only rc version has fastmcp features,https://github.com/modelcontextprotocol/python-sdk/pull/117,time
modelcontextprotocol/python-sdk,Python,1293,pull_request,feat: integrate fastmcp,https://github.com/modelcontextprotocol/python-sdk/pull/106,time
deepseek-ai/Janus,Python,1292,pull_request,增加fastapi demo,https://github.com/deepseek-ai/Janus/pull/19,time
ShareGPT4Omni/ShareGPT4Video,Python,1291,pull_request,enhance image resizing efficiency,https://github.com/ShareGPT4Omni/ShareGPT4Video/pull/40,time
ShareGPT4Omni/ShareGPT4Video,Python,1291,pull_request,add fast captioner with lmdeploy,https://github.com/ShareGPT4Omni/ShareGPT4Video/pull/20,time
city96/ComfyUI-GGUF,Python,1285,pull_request,"fix lora reloading, ops refactor, better lowvram speed, sd.cpp compat",https://github.com/city96/ComfyUI-GGUF/pull/92,time
Stability-AI/stable-fast-3d,Python,1275,pull_request,add documentation and one-click installer for stable fast 3d setup,https://github.com/Stability-AI/stable-fast-3d/pull/61,time
Stability-AI/stable-fast-3d,Python,1275,pull_request,added fastapi server and docker files.,https://github.com/Stability-AI/stable-fast-3d/pull/41,time
Stability-AI/stable-fast-3d,Python,1275,pull_request,refactor get_activation function for clarity and efficiency,https://github.com/Stability-AI/stable-fast-3d/pull/38,time
XLabs-AI/x-flux-comfyui,Python,1246,pull_request,update low memory section in readme.md,https://github.com/XLabs-AI/x-flux-comfyui/pull/25,space
mini-sora/minisora,Python,1240,pull_request,update efficient training,https://github.com/mini-sora/minisora/pull/356,time
mini-sora/minisora,Python,1240,pull_request,"update the parts of `dataset`,`efficient training` and `efficient inference`",https://github.com/mini-sora/minisora/pull/347,time
Florian-Barthel/splatviz,Python,1218,pull_request,faster conda solving,https://github.com/Florian-Barthel/splatviz/pull/10,time
Vahe1994/AQLM,Python,1203,pull_request,for review: memory efficient kl loss,https://github.com/Vahe1994/AQLM/pull/105,time
Vahe1994/AQLM,Python,1203,pull_request,reduced memory footprint by storing codes in torch.int32,https://github.com/Vahe1994/AQLM/pull/76,space
MLSysOps/MLE-agent,Python,1186,pull_request,[mrg] fixed the memory init before config error,https://github.com/MLSysOps/MLE-agent/pull/274,space
MLSysOps/MLE-agent,Python,1186,pull_request,[mrg] add mle memory crud api,https://github.com/MLSysOps/MLE-agent/pull/271,space
MLSysOps/MLE-agent,Python,1186,pull_request,[mrg] clean chromadb and add manage api for lancedb memory,https://github.com/MLSysOps/MLE-agent/pull/269,space
MLSysOps/MLE-agent,Python,1186,pull_request,[mrg] add lancedb as memory,https://github.com/MLSysOps/MLE-agent/pull/262,space
janbjorge/pgqueuer,Python,1172,pull_request,benchmark tracks latency,https://github.com/janbjorge/pgqueuer/pull/247,time
RLHFlow/RLHF-Reward-Modeling,Python,1112,pull_request,improve prm inference speed,https://github.com/RLHFlow/RLHF-Reward-Modeling/pull/48,time
alibaba/Tora,Python,1094,pull_request,chore(deps): bump deepspeed from 0.14.4 to 0.15.1 in /sat,https://github.com/alibaba/Tora/pull/5,time
uclaml/SPIN,Python,1090,pull_request,use vllm for generation (10-20x speedup),https://github.com/uclaml/SPIN/pull/2,time
instructlab/instructlab,Python,1082,pull_request,adds `--disable-accelerate-full-state-checkpoints`,https://github.com/instructlab/instructlab/pull/2826,time
google/oss-fuzz-gen,Python,1047,pull_request,update fuzz target source file path and binary name of librawspeed.yaml,https://github.com/google/oss-fuzz-gen/pull/752,time
PrefectHQ/ControlFlow,Python,1042,pull_request,adding pgvector memory module,https://github.com/PrefectHQ/ControlFlow/pull/397,space
Yuanshi9815/OminiControl,Python,1033,pull_request,added support for running 24g memory graphics cards,https://github.com/Yuanshi9815/OminiControl/pull/13,space
antgroup/agentUniverse,Python,1017,pull_request,dev new memory,https://github.com/antgroup/agentUniverse/pull/226,space
antgroup/agentUniverse,Python,1017,pull_request,dev conversation memory,https://github.com/antgroup/agentUniverse/pull/217,space
antgroup/agentUniverse,Python,1017,pull_request,dev trace memory,https://github.com/antgroup/agentUniverse/pull/199,space
character-ai/prompt-poet,Python,990,pull_request,add google-cloud-storage==2.19.0 as install_requires,https://github.com/character-ai/prompt-poet/pull/35,space
gpustack/gpustack,Python,988,pull_request,feat: choose fastest tools download base url,https://github.com/gpustack/gpustack/pull/877,time
fedirz/faster-whisper-server,Python,973,pull_request,chore: update huggingface space url,https://github.com/fedirz/faster-whisper-server/pull/198,space
xhluca/bm25s,Python,963,pull_request,add features to improve memory usage,https://github.com/xhluca/bm25s/pull/63,space
xhluca/bm25s,Python,963,pull_request,refactor retrieval to make it faster to run in numba mode,https://github.com/xhluca/bm25s/pull/47,time
xhluca/bm25s,Python,963,pull_request,add numba integration to allow for faster scoring and retrieval,https://github.com/xhluca/bm25s/pull/41,time
huggingface/lighteval,Python,932,pull_request,fix: cache_dir default value in accelerate pipeline,https://github.com/huggingface/lighteval/pull/461,time
