repo_name,language,stars,type,content,url,category
iSoftStoneGroup/EazyBuilder,Java,651,pull_request,increase yarn source configuration to accelerate the download speed of front-end construction in mainland china,https://github.com/iSoftStoneGroup/EazyBuilder/pull/109,time
continew-org/continew-admin,Java,641,pull_request,fix: remove last commit non-breaking space,https://github.com/continew-org/continew-admin/pull/73,space
Sunagatov/Iced-Latte,Java,612,pull_request,deps: bump com.fasterxml.jackson.core:jackson-databind from 2.15.2 to 2.18.2,https://github.com/Sunagatov/Iced-Latte/pull/397,time
Sunagatov/Iced-Latte,Java,612,pull_request,deps: bump com.fasterxml.jackson.core:jackson-core from 2.15.2 to 2.18.2,https://github.com/Sunagatov/Iced-Latte/pull/396,time
Sunagatov/Iced-Latte,Java,612,pull_request,deps: bump com.fasterxml.jackson.core:jackson-core from 2.15.2 to 2.18.1,https://github.com/Sunagatov/Iced-Latte/pull/389,time
Sunagatov/Iced-Latte,Java,612,pull_request,deps: bump com.fasterxml.jackson.core:jackson-databind from 2.15.2 to 2.18.1,https://github.com/Sunagatov/Iced-Latte/pull/388,time
Sunagatov/Iced-Latte,Java,612,pull_request,deps: bump com.fasterxml.jackson.core:jackson-databind from 2.15.2 to 2.18.0,https://github.com/Sunagatov/Iced-Latte/pull/379,time
Sunagatov/Iced-Latte,Java,612,pull_request,deps: bump com.fasterxml.jackson.core:jackson-core from 2.15.2 to 2.18.0,https://github.com/Sunagatov/Iced-Latte/pull/378,time
Sunagatov/Iced-Latte,Java,612,pull_request,deps: bump com.fasterxml.jackson.core:jackson-databind from 2.15.2 to 2.17.2,https://github.com/Sunagatov/Iced-Latte/pull/370,time
kishanrajput23/Java-Projects-Collections,Java,591,pull_request,binomial coefficient calculation,https://github.com/kishanrajput23/Java-Projects-Collections/pull/441,time
aws/event-ruler,Java,585,pull_request,bump com.fasterxml.jackson.core:jackson-databind from 2.18.1 to 2.18.2,https://github.com/aws/event-ruler/pull/204,time
aws/event-ruler,Java,585,pull_request,bump ch.randelshofer:fastdoubleparser from 2.0.0 to 2.0.1,https://github.com/aws/event-ruler/pull/202,time
aws/event-ruler,Java,585,pull_request,bump com.fasterxml.jackson.core:jackson-databind from 2.18.0 to 2.18.1,https://github.com/aws/event-ruler/pull/201,time
aws/event-ruler,Java,585,pull_request,bump ch.randelshofer:fastdoubleparser from 1.0.1 to 2.0.0,https://github.com/aws/event-ruler/pull/196,time
aws/event-ruler,Java,585,pull_request,bump com.fasterxml.jackson.core:jackson-databind from 2.17.2 to 2.18.0,https://github.com/aws/event-ruler/pull/191,time
aws/event-ruler,Java,585,pull_request,bump ch.randelshofer:fastdoubleparser from 1.0.0 to 1.0.1,https://github.com/aws/event-ruler/pull/184,time
aws/event-ruler,Java,585,pull_request,add fastdoubleparser as a dependency instead of using jackson's shaded version,https://github.com/aws/event-ruler/pull/172,time
