repo_name,language,stars,type,content,url,category
memtest86plus/memtest86plus,C,1131,pull_request,loongarch: add 64-bit pcie memory space mapping and change the stable timer as the main timer,https://github.com/memtest86plus/memtest86plus/pull/450,space
memtest86plus/memtest86plus,C,1131,pull_request,system/loongarch: fix a bug about the memory boundary.,https://github.com/memtest86plus/memtest86plus/pull/447,space
memtest86plus/memtest86plus,C,1131,pull_request,add faulty memory range display mode,https://github.com/memtest86plus/memtest86plus/pull/435,space
OpenEPaperLink/OpenEPaperLink,C,1118,pull_request,display brightness adjustment dropdown for lilygo panel now works gfx library now also supports t-panel lite. fixed possible memory leak?,https://github.com/OpenEPaperLink/OpenEPaperLink/pull/378,space
xMasterX/all-the-plugins,C,1089,pull_request,"wav player: reconfigure to use 8-bit memory buffer, halving memory usage",https://github.com/xMasterX/all-the-plugins/pull/156,space
RfidResearchGroup/ChameleonUltra,C,1033,pull_request,add cli view commands to display memory content ,https://github.com/RfidResearchGroup/ChameleonUltra/pull/208,space
firedancer-io/firedancer,C,1009,pull_request,ledger: adding parameter for allowed memory usage,https://github.com/firedancer-io/firedancer/pull/3864,space
FrameworkComputer/EmbeddedController,C,975,pull_request,emit hid event when keyboard brightness changed via fn+space,https://github.com/FrameworkComputer/EmbeddedController/pull/53,space
Encryqed/Dumper-7,C,855,pull_request,update to dumpspace version 01.02.02,https://github.com/Encryqed/Dumper-7/pull/202,space
kspalaiologos/bzip3,C,706,pull_request,"improve fuzzing, enforce sufficient buffer size on decompress, calc memory usage",https://github.com/kspalaiologos/bzip3/pull/144,space
KevinOConnor/can2040,C,698,pull_request,reduce tx scheduling latency in some cases,https://github.com/KevinOConnor/can2040/pull/17,time
tukaani-project/xz,C,659,pull_request,add support for large memory  model on aix 32-bit,https://github.com/tukaani-project/xz/pull/137,space
morrownr/8821cu-20210916,C,643,pull_request,fix: os_dep/osdep_service.c: add vfs namespace,https://github.com/morrownr/8821cu-20210916/pull/101,space
morrownr/8821cu-20210916,C,643,pull_request,feat: os_dep/osdep_service.c: add vfs namespace,https://github.com/morrownr/8821cu-20210916/pull/100,space
DarkFlippers/flipperzero-subbrute,C,631,pull_request,codespace supreme guacamole 7vv6vx656j64cqgj,https://github.com/DarkFlippers/flipperzero-subbrute/pull/67,space
MaJerle/stm32-cube-cmake-vscode,C,587,pull_request,"consistent tabs-spaces usage in cmakelists.txt, and remove template-file",https://github.com/MaJerle/stm32-cube-cmake-vscode/pull/8,space
dangiu/PicoMemcard,C,585,pull_request,added support for bitfunx memory card and game id functionality,https://github.com/dangiu/PicoMemcard/pull/82,space
onyx-lang/onyx,C,585,pull_request,feature: new memory layout,https://github.com/onyx-lang/onyx/pull/133,space
onyx-lang/onyx,C,585,pull_request,feature: namespaces on slices and dynamic arrays,https://github.com/onyx-lang/onyx/pull/132,space
EmergeTools/ETTrace,C,578,pull_request,faster sampling,https://github.com/EmergeTools/ETTrace/pull/105,time
EmergeTools/ETTrace,C,578,pull_request,fix memory leak,https://github.com/EmergeTools/ETTrace/pull/102,space
EmergeTools/ETTrace,C,578,pull_request,fix locks and memory leak,https://github.com/EmergeTools/ETTrace/pull/100,space
cmajor-lang/cmajor,C,563,pull_request,fixed not found error by adding juce namespace to audioprocessorlistener,https://github.com/cmajor-lang/cmajor/pull/47,space
Cogmasters/concord,C,535,pull_request,fix memory leak when using `reason` field,https://github.com/Cogmasters/concord/pull/174,space
Cogmasters/concord,C,535,pull_request,add custom memory functions,https://github.com/Cogmasters/concord/pull/159,space
L-JINBIN/ApkSignatureKillerEx,C,532,pull_request,fix app dual space crash,https://github.com/L-JINBIN/ApkSignatureKillerEx/pull/2,space
